id_variant,id,title,season,hexadecimal,name,family_id,id_hex,top_type,finishing,adventurous,closing,weather,neck,detail,print,style,fit,sleeve,sleeve_long,sizing,application,composition,fabric,hip_contour,waist_contour,chest_contour,sleeve_long_cm,long_cm,gripper,basic,down_part_type,bottom,type_of_length,shot,neckline,outside_type,thicknees,cover,light,alerts,cut,rubber_waist,label,dress_type,foulard_type,size,skirt_type,message,hood,back_neckline,shoulders_pad,bag_type,hips_volume,chest_volume
d7c7ef41-24f3-4aca-9687-eafb28110760,15ab11fc-18ee-4ce5-884f-46b116ab9d46,Fira Dress origin,7,000000,BRAND41,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,15ab11fc-18ee-4ce5-884f-46b116ab9d46_000000,,,three,without_closing,warm,mandarin_collar,insertion,smooth,classic,loose,tulip_sleeve,wide_strap,big_1,night,cotton,batiste,68,48,57,,95,true,false,,,short,,v_neckline,,,true,,clients_60_100,waist_cut,,,tunica,,,,,,,,,,
7c1372df-ca22-40f4-85f3-9a10a3eb6569,bf4671f0-fbdf-48fe-af57-958df8251813,Ruin Dress ycoo ,8,164A0A,BRAND25,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,bf4671f0-fbdf-48fe-af57-958df8251813_164A0A,,,three,button_back,warm_season,,lace,smooth,boho,straight,basic_sleeve,3_4,normal,freetime,polyester,synthetic,54,52,50,42,89,true,false,,,short,,v_neckline,,,true,,,back_yoke_cut,,,straight,,,,,,,,,,
50c76984-1d3f-441e-9eab-55af54b1a667,bf4671f0-fbdf-48fe-af57-958df8251813,Ruin Dress ycoo ,8,000000,BRAND25,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,bf4671f0-fbdf-48fe-af57-958df8251813_000000,,,three,button_back,warm_season,,lace,smooth,boho,straight,basic_sleeve,3_4,normal,freetime,polyester,synthetic,54,52,50,42,89,true,false,,,short,,v_neckline,,,true,,,back_yoke_cut,,,straight,,,,,,,,,,
af7d4ef5-7c4f-4b3d-8d7a-80ad0e74c63f,96c2c11b-0144-409f-8986-c300cb3aaf21,Pcdelly Jeans noos ,7,000081,BRAND142,6598b655-3e19-448c-8b4f-ff6a29447b34,96c2c11b-0144-409f-8986-c300cb3aaf21_000081,,ripped,two,fly,warm_season,,belt_loop,smooth,casual,tight,,,normal,freetime,elastane,denim,43,35,,,112,false,false,cigarette,long_pants,long,high,,,,,,tall_clients,,,,,,,,,,,,,,
537664b1-fd11-438f-9982-c347d930f41c,14e656b8-72e8-409c-9954-3a60cb2748a5,Pcsusan Sweater knit,7,FFFF00,BRAND142,1b93b30c-833f-45a8-ba69-c21d2e7f4824,14e656b8-72e8-409c-9954-3a60cb2748a5_FFFF00,sweaters,touchable,three,without_closing,cold,,cable_four_back,smooth,boho,loose,down_shoulders,long_sleeve,big,freetime,elastane,jersey,60,58,58,66,68,false,false,,,,,closed_round_neckline,,,,,,,,,,,,,,,,,,,
5a193166-e8b1-4c5f-8c51-f7471a549dcb,a09b0ae2-549a-40c1-9343-865aa1f996cd,Blake Skirt pencil ,7,000000,BRAND121,2514d6c8-11e6-4692-87b4-dcc1cd18592c,a09b0ae2-549a-40c1-9343-865aa1f996cd_000000,,,two,buttons,cold_season,,,smooth,minimal,tight,,,big,working_girl,elastane,cotton_batting,48,40,,,58,true,false,,,knee,medium,,,,,,,lateral,true,,,,,pencil,,,,,,,
167865f5-ba63-4469-ad8c-72100b29e19d,0ce9e979-68a7-4477-97b3-4ed95048a4dc,Linen T-shirt vneck ,9,00008b,BRAND9,95f835a3-03fe-40f1-a813-4fbfd2842845,0ce9e979-68a7-4477-97b3-4ed95048a4dc_00008b,t-shirts,,two,without_closing,warm_season,,,horizontal_stripes,casual,loose,japanese_sleeve,short_sleeve,big_1,freetime,linen,cotton_tshirt,59,58,61,20,68,false,false,,,,,v_neckline,,,,,,,,,,,,,,,,,,,
002a112a-5553-436f-9234-772453bb3d3d,a6d5c615-e9ec-434d-b74f-3f5e7f0fbd35,Bsabena Skirt med ,7,00008b,BRAND57,2514d6c8-11e6-4692-87b4-dcc1cd18592c,a6d5c615-e9ec-434d-b74f-3f5e7f0fbd35_00008b,,worn_out,three,fly,cold_season,,sporty_band,smooth,street,tight,,,normal,freetime,elastane,denim,46,38,,,44,false,false,,,mini,medium,,,,,,,,,,,,,straight,,,,,,,
89ab6fe0-9261-4512-8ce5-8c46063e7a61,0b332ace-b46f-49e5-9c55-05c2ff7cec29,Lea Dress pint ,7,000000,BRAND54,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,0b332ace-b46f-49e5-9c55-05c2ff7cec29_000000,,,three,keyhole_button,warm_season,,,miniprint,classic,tight,basic_sleeve,short_sleeve,small,night,polyester,crepe,46,37,46,20,88,true,false,,,short,,closed_round_neckline,,,,,closed_decollete,waist_cut,,,crossed,,,,,,,,,,
7b5be2cb-fbe9-4fc0-b785-432f5c2c0353,89a538a5-7e4a-4b49-a99e-cd8288b242f2,French Sweater nocturnal ,7,00008b,BRAND110,1b93b30c-833f-45a8-ba69-c21d2e7f4824,89a538a5-7e4a-4b49-a99e-cd8288b242f2_00008b,sweaters,crochet,three,without_closing,cold_season,,,,casual,oversize,down_shoulders,3_4,big_1,freetime,cotton,jersey,63,61,63,54,78,false,false,,,asymmetric,,open_round_neckline,,,,,clients_60_100,,,,,,,,,,,,,,
e66eaf11-b809-4210-86e4-8afb8ece2917,c6971323-0bea-4ba8-8b91-0228e7097cbb,French Dress brunella ,7,000000,BRAND110,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,c6971323-0bea-4ba8-8b91-0228e7097cbb_000000,,,three,buttoning,cold_season,,ties,floral,boho,straight,basic_sleeve,long_sleeve,normal,freetime,viscose,cotton_tshirt,62,39,49,66,99,false,false,,,short,,high_neck,,,,,clients_60_100,waist_cut,true,,shirt,,,,,,,,,,
7e625672-3514-490c-a479-06107f146935,ea4240f3-85f8-4ba8-a7b4-dafeb511f85a,Heron Sweatshirt brakeburn ,7,0000FF,BRAND27,3087da56-5a27-4e58-aea7-1555c640f232,ea4240f3-85f8-4ba8-a7b4-dafeb511f85a_0000FF,hoodies,,three,without_closing,cold_season,,patches,printed,boho,loose,raglan_sleeve,long_sleeve,normal,freetime,cotton,cotton_batting,55,50,52,66,69,false,false,,,,,open_round_neckline,,,,,,,,,,,,,,,,,,,
2ade43b9-d203-4236-9e86-4ee9148079c8,440b6d83-576d-4c35-8a15-6c9b18bf35ec,Den Skirt pencil ,7,00008b,BRAND27,2514d6c8-11e6-4692-87b4-dcc1cd18592c,440b6d83-576d-4c35-8a15-6c9b18bf35ec_00008b,,,two,fly,warm_season,,plaston_pocket,smooth,boho,tight,,,big_1,freetime,elastane,denim,50,41,,,63,false,false,,,knee,medium,,,,,,,,,,,,,straight,,,,,,,
5912d033-05cf-47d2-8981-ac6c4cb57a42,d1f7f72f-5e08-40b6-a78d-f09a98ee2ad8,Nmmaria Short paperback ,9,C19A6B,BRAND40,9c5a3fee-dad0-444a-acb3-c059e2f3db20,d1f7f72f-5e08-40b6-a78d-f09a98ee2ad8_C19A6B,,touchable,three,without_closing,warm,,backstitch,smooth,street,loose,,,normal,freetime,lyocell,twill,51,36,,,38,false,false,shorts,,short,medium,,,,,,comfort,,true,,,,,,,,,,,,
e16e269b-1cb8-4e89-9691-1bca34cbb49a,d1f7f72f-5e08-40b6-a78d-f09a98ee2ad8,Nmmaria Short paperback ,9,164A0A,BRAND40,9c5a3fee-dad0-444a-acb3-c059e2f3db20,d1f7f72f-5e08-40b6-a78d-f09a98ee2ad8_164A0A,,touchable,three,without_closing,warm,,backstitch,smooth,street,loose,,,normal,freetime,lyocell,twill,51,36,,,38,false,false,shorts,,short,medium,,,,,,comfort,,true,,,,,,,,,,,,
410679a7-9d35-4bb8-a7b6-a51661d0f9cc,64334c2b-503b-463a-a82d-aca96e9e231d,Lurex Scarf gold ,9,768597,BRAND143,b263ba41-adab-4a83-a3e0-2766522f5aec,64334c2b-503b-463a-a82d-aca96e9e231d_768597,,frayed,two,without_closing,cold_season,,lurex_thread,smooth,boho,,,,,freetime,polyester,thread,,,,,,,,,,,,,,,,,,,,,,foulard,big,,,,,,,,
750bb987-4087-48b3-943c-160baca01d06,64334c2b-503b-463a-a82d-aca96e9e231d,Lurex Scarf gold ,9,D3D3D3,BRAND143,b263ba41-adab-4a83-a3e0-2766522f5aec,64334c2b-503b-463a-a82d-aca96e9e231d_D3D3D3,,frayed,two,without_closing,cold_season,,lurex_thread,smooth,boho,,,,,freetime,polyester,thread,,,,,,,,,,,,,,,,,,,,,,foulard,big,,,,,,,,
842154ba-1b40-435c-8991-8a10609444b6,64334c2b-503b-463a-a82d-aca96e9e231d,Lurex Scarf gold ,9,9A8176,BRAND143,b263ba41-adab-4a83-a3e0-2766522f5aec,64334c2b-503b-463a-a82d-aca96e9e231d_9A8176,,frayed,two,without_closing,cold_season,,lurex_thread,smooth,boho,,,,,freetime,polyester,thread,,,,,,,,,,,,,,,,,,,,,,foulard,big,,,,,,,,
f2cb3559-325c-4109-a6a9-5bc033adef20,64334c2b-503b-463a-a82d-aca96e9e231d,Lurex Scarf gold ,9,00008b,BRAND143,b263ba41-adab-4a83-a3e0-2766522f5aec,64334c2b-503b-463a-a82d-aca96e9e231d_00008b,,frayed,two,without_closing,cold_season,,lurex_thread,smooth,boho,,,,,freetime,polyester,thread,,,,,,,,,,,,,,,,,,,,,,foulard,big,,,,,,,,
adcb62e3-e50d-4dce-b62e-509de3ea81bd,3732a3ce-8d72-49ff-9db8-d7d38eca427b,Pins Top cerise,7,DFC8B2,BRAND15,39792668-5cfd-42c2-8872-ad776e9bad70,3732a3ce-8d72-49ff-9db8-d7d38eca427b_DFC8B2,tops,,three,without_closing,warm_season,,,floral,boho,straight,,fine_strap,normal,freetime,polyester,cheesecloth,52,48,47,,62,true,false,,,,,v_neckline,,,true,,,,,,,,,,,,true,,,,
08f87f56-61c9-4782-b6fe-6aedf146759a,7e71f139-3ad0-4687-87a6-5261eb76a22d,Lindex Shirt fashion,7,00008b,BRAND130,c59807ac-0362-4078-94b0-37ea3df6cdd0,7e71f139-3ad0-4687-87a6-5261eb76a22d_00008b,shirt,satiny,three,buttoning,cold_season,shirt_collar,plaston_pocket,geometric,boho,loose,shirt_sleeve,long_sleeve,normal,work,polyester,satin,58,58,57,63,79,true,false,,,asymmetric,,high_neck,,,,,breastfeeding,back_yoke_cut,,,,,,,,,,,,,
42c67ef8-b28a-4e4d-bdb4-ffcbe75a8565,cf9a8539-2b50-4e20-8897-48e4ea85b9ef,Cammi Jacket oliv,7,666633,BRAND131,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,cf9a8539-2b50-4e20-8897-48e4ea85b9ef_666633,,touchable,four,automatic,warm_season,,waist_band,smooth,casual,straight,basic_sleeve,long_sleeve,big,freetime,cotton,twill,58,56,55,61,76,false,false,,,short,,,safari_jacket,medium,,true,,back_yoke_cut,,,,,,,,,,,,,
dd86733a-a78c-4689-af01-ec12a5b67859,c52c7896-0b68-4fae-9648-cf48ea30251b,Padme Short amazing,7,FFC0CB,BRAND90,9c5a3fee-dad0-444a-acb3-c059e2f3db20,c52c7896-0b68-4fae-9648-cf48ea30251b_FFC0CB,,,four,ribbed,warm,,placket_pocket,vertical_stripes,classic,straight,,,normal,freetime,linen,twill,55,39,,,36,false,false,bermuda,,short,medium,,,,,,,,true,,,,,,,,,,,,
0f68e57f-4d45-4f55-9786-d1dd318481fb,c52c7896-0b68-4fae-9648-cf48ea30251b,Padme Short amazing,7,000081,BRAND90,9c5a3fee-dad0-444a-acb3-c059e2f3db20,c52c7896-0b68-4fae-9648-cf48ea30251b_000081,,,four,ribbed,warm,,placket_pocket,vertical_stripes,classic,straight,,,normal,freetime,linen,twill,55,39,,,36,false,false,bermuda,,short,medium,,,,,,,,true,,,,,,,,,,,,
63dd1d62-6752-45cc-a782-ac76285ac45f,3f10995f-41ac-42d0-96d7-7c3ea836d454,Polina Pant comfort,7,FFFFFF,BRAND90,9c5a3fee-dad0-444a-acb3-c059e2f3db20,3f10995f-41ac-42d0-96d7-7c3ea836d454_FFFFFF,,,four,without_closing,warm,,belt_loop,vertical_stripes,boho,straight,,,normal,freetime,polyester,synthetic,56,39,,,39,false,false,shorts,,short,high,,,,,,,,true,,,,,,,,,,,,
3fef4832-a92f-4ed5-8d59-75574f282bc5,3f10995f-41ac-42d0-96d7-7c3ea836d454,Polina Pant comfort,7,000000,BRAND90,9c5a3fee-dad0-444a-acb3-c059e2f3db20,3f10995f-41ac-42d0-96d7-7c3ea836d454_000000,,,four,without_closing,warm,,belt_loop,vertical_stripes,boho,straight,,,normal,freetime,polyester,synthetic,56,39,,,39,false,false,shorts,,short,high,,,,,,,,true,,,,,,,,,,,,
538cbcc8-b546-471d-9cc9-540584479956,f7388b95-d43d-4b28-8b4c-82780f9fc6b0,Lou Pant slim,7,87CEFA,BRAND90,6598b655-3e19-448c-8b4f-ff6a29447b34,f7388b95-d43d-4b28-8b4c-82780f9fc6b0_87CEFA,,,three,fly,warm_season,,belt_loop,smooth,street,tight,,,normal,freetime,elastane,denim,49,41,,,93,false,false,cigarette,long_pants,long,short,,,,,,,,,,,,,,,,,,,,
2a9078d4-dc73-4b0b-954e-e3c5dd83a843,f7388b95-d43d-4b28-8b4c-82780f9fc6b0,Lou Pant slim,7,FFFFFF,BRAND90,6598b655-3e19-448c-8b4f-ff6a29447b34,f7388b95-d43d-4b28-8b4c-82780f9fc6b0_FFFFFF,,,three,fly,warm_season,,belt_loop,smooth,street,tight,,,normal,freetime,elastane,denim,49,41,,,93,false,false,cigarette,long_pants,long,short,,,,,,,,,,,,,,,,,,,,
80182cb0-5f27-4456-b1ff-55b38f0aca1c,f7388b95-d43d-4b28-8b4c-82780f9fc6b0,Lou Pant slim,7,00008b,BRAND90,6598b655-3e19-448c-8b4f-ff6a29447b34,f7388b95-d43d-4b28-8b4c-82780f9fc6b0_00008b,,,three,fly,warm_season,,belt_loop,smooth,street,tight,,,normal,freetime,elastane,denim,49,41,,,93,false,false,cigarette,long_pants,long,short,,,,,,,,,,,,,,,,,,,,
00ca2a58-d158-453a-99ee-97b68283c570,b84e41ec-20b2-4d92-b982-ddb7f27e2356,Linen T-shirt solid ,9,FFD200,BRAND9,95f835a3-03fe-40f1-a813-4fbfd2842845,b84e41ec-20b2-4d92-b982-ddb7f27e2356_FFD200,t-shirts,transparent,two,without_closing,warm_season,,,smooth,boho,loose,japanese_sleeve,short_sleeve,big_1,freetime,linen,cotton_tshirt,59,58,61,20,68,false,false,,,,,v_neckline,,,,,,,,,,,,,,,,,,,
58609b90-00b4-4efa-8481-30d2f1ff2789,6aba34c9-c7c0-45e9-95c7-486712c18492,Laria Scarf cahier,7,DEB24C,BRAND157,b263ba41-adab-4a83-a3e0-2766522f5aec,6aba34c9-c7c0-45e9-95c7-486712c18492_DEB24C,,,four,without_closing,warm_season,,,retro,boho,,,,,work,cotton,popeline,,,,,,,,,,,,,,,,,,,,,,handkerchief,medium,,,,,,,,
f41fec3e-c0da-41b3-a714-ff87bb19a8e6,5691a55b-3717-4ece-82d7-23610b9ecff5,Acacia Top majolica,9,000000,BRAND91,39792668-5cfd-42c2-8872-ad776e9bad70,5691a55b-3717-4ece-82d7-23610b9ecff5_000000,tops,,three,keyhole_button,warm,,lace,smooth,boho,straight,basic_sleeve,short_sleeve,normal,night,polyester,lace,55,52,50,17,61,false,false,,,,,closed_round_neckline,,,true,,,front_yoke_cut,,,,,,,,,,,,,
a4235968-d2a0-4f93-abe6-10e9dcad1caa,5691a55b-3717-4ece-82d7-23610b9ecff5,Acacia Top majolica,9,FFFFFF,BRAND91,39792668-5cfd-42c2-8872-ad776e9bad70,5691a55b-3717-4ece-82d7-23610b9ecff5_FFFFFF,tops,,three,keyhole_button,warm,,lace,smooth,boho,straight,basic_sleeve,short_sleeve,normal,night,polyester,lace,55,52,50,17,61,false,false,,,,,closed_round_neckline,,,true,,,front_yoke_cut,,,,,,,,,,,,,
a1c80036-1bb7-40b8-a880-89f15e933b0e,c4217adc-19eb-4a15-9b83-1102074cf172,Dede Bag bohck ,9,000000,BRAND97,882ecdf8-325d-4826-a066-1b263e438f09,c4217adc-19eb-4a15-9b83-1102074cf172_000000,,,three,zip,cold,,adjustable_hand,smooth,casual,,,,,freetime,leather,leather,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,crossbody,,
a8818453-9c1d-419e-8f54-7f97a9a0d15a,a7eb55af-b4a9-43f1-922b-86428151f3ce,Sandra Cardigan melang,7,D3D3D3,BRAND92,141f32d6-a5af-49bf-b019-fd28354977f1,a7eb55af-b4a9-43f1-922b-86428151f3ce_D3D3D3,cardigan,,two,without_closing,warm_season,,lateral_opening,smooth,minimal,straight,down_shoulders,long_sleeve,big_1,freetime,viscose,jersey,64,62,59,64,100,false,false,,,,,,,,,,tall_clients,,,,,,,,,,,,,,
a28d4cb3-97d9-437c-9236-11288e3b93b1,a7eb55af-b4a9-43f1-922b-86428151f3ce,Sandra Cardigan melang,7,00008b,BRAND92,141f32d6-a5af-49bf-b019-fd28354977f1,a7eb55af-b4a9-43f1-922b-86428151f3ce_00008b,cardigan,,two,without_closing,warm_season,,lateral_opening,smooth,minimal,straight,down_shoulders,long_sleeve,big_1,freetime,viscose,jersey,64,62,59,64,100,false,false,,,,,,,,,,tall_clients,,,,,,,,,,,,,,
9df6ab80-7f9e-4f67-9089-7b97eb1c24c7,a7eb55af-b4a9-43f1-922b-86428151f3ce,Sandra Cardigan melang,7,000000,BRAND92,141f32d6-a5af-49bf-b019-fd28354977f1,a7eb55af-b4a9-43f1-922b-86428151f3ce_000000,cardigan,,two,without_closing,warm_season,,lateral_opening,smooth,minimal,straight,down_shoulders,long_sleeve,big_1,freetime,viscose,jersey,64,62,59,64,100,false,false,,,,,,,,,,tall_clients,,,,,,,,,,,,,,
628b3d17-09d4-4b07-bb76-79dd43d7e59b,c2e02e5b-9f28-4ac5-823c-90b9f6251c90,Addi Playsuit flowers,7,DEB24C,BRAND150,88ee8b83-a7fe-4c00-8f12-621b209012fd,c2e02e5b-9f28-4ac5-823c-90b9f6251c90_DEB24C,,creased,five,keyhole_button,warm,,ruffles,floral,boho,straight,bat_sleeve,short_sleeve,big_1,freetime,viscose,cheesecloth,63,34,59,4,91,false,false,,,mini,high,v_neckline,jumpsuit,,true,,closed_decollete,waist_cut,true,,,,,,,,true,,,,
024cf579-c47d-4a41-9a81-f60580a8a137,51366d92-303a-4116-9c5d-a86cb971a5f2,Jeno Foulard closet,7,FFFF00,BRAND31,b263ba41-adab-4a83-a3e0-2766522f5aec,51366d92-303a-4116-9c5d-a86cb971a5f2_FFFF00,,frayed,four,without_closing,warm_season,,fringes,other,casual,,,,,freetime,cotton,popeline,,,,,,,,,,,,,,,,,,,,,,foulard,medium,,,,,,,,
a375d277-31f6-4826-a075-8265f61b475a,51366d92-303a-4116-9c5d-a86cb971a5f2,Jeno Foulard closet,7,B11730,BRAND31,b263ba41-adab-4a83-a3e0-2766522f5aec,51366d92-303a-4116-9c5d-a86cb971a5f2_B11730,,frayed,four,without_closing,warm_season,,fringes,other,casual,,,,,freetime,cotton,popeline,,,,,,,,,,,,,,,,,,,,,,foulard,medium,,,,,,,,
0b3ae166-4555-4d5f-91f9-b676c0509e31,51366d92-303a-4116-9c5d-a86cb971a5f2,Jeno Foulard closet,7,40E0D0,BRAND31,b263ba41-adab-4a83-a3e0-2766522f5aec,51366d92-303a-4116-9c5d-a86cb971a5f2_40E0D0,,frayed,four,without_closing,warm_season,,fringes,other,casual,,,,,freetime,cotton,popeline,,,,,,,,,,,,,,,,,,,,,,foulard,medium,,,,,,,,
71fec646-8966-4c86-92a3-5c2d30afdee5,79912978-62a6-470c-9f10-70d60c3eeab4,Vilinea Pant dark,7,666633,BRAND55,1dc55e58-a5c3-462c-b73d-8dd480de90fc,79912978-62a6-470c-9f10-70d60c3eeab4_666633,,creased,four,without_closing,warm_season,,placket_pocket,smooth,street,straight,,,normal,freetime,viscose,crepe,57,38,,,98,false,false,baggie,long_pants,long,high,,,,,,,,true,,,,,,,,,,,,
cc1ae820-2452-49b9-8ddc-fd3a852ea23a,f0b0a4f7-66c4-4878-b924-12ed2a569ae9,Pera Scarf sew ,9,164A0A,BRAND143,b263ba41-adab-4a83-a3e0-2766522f5aec,f0b0a4f7-66c4-4878-b924-12ed2a569ae9_164A0A,,frayed,two,without_closing,warm_season,,lurex_thread,smooth,boho,,,,,freetime,polyester,thread,,,,,,,,,,,,,,,,,,,,,,foulard,medium,,,,,,,,
5cb51889-648b-4535-a5c1-ad213404fcae,f0b0a4f7-66c4-4878-b924-12ed2a569ae9,Pera Scarf sew ,9,DFC8B2,BRAND143,b263ba41-adab-4a83-a3e0-2766522f5aec,f0b0a4f7-66c4-4878-b924-12ed2a569ae9_DFC8B2,,frayed,two,without_closing,warm_season,,lurex_thread,smooth,boho,,,,,freetime,polyester,thread,,,,,,,,,,,,,,,,,,,,,,foulard,medium,,,,,,,,
26782bfc-6887-407f-bf17-86ae67d47318,65df2ac6-a441-4cec-9dd0-b4f69c0eed65,Berloir Scarf cahier ,9,FFFF00,BRAND157,b263ba41-adab-4a83-a3e0-2766522f5aec,65df2ac6-a441-4cec-9dd0-b4f69c0eed65_FFFF00,,touchable,two,without_closing,warm_season,,,checked,boho,,,,,freetime,cotton,thread,,,,,,,,,,,,,,,,,,,,,,foulard,big,,,,,,,,
5df22a01-b82e-47fe-b317-1ae85dfa852d,65df2ac6-a441-4cec-9dd0-b4f69c0eed65,Berloir Scarf cahier ,9,9A8176,BRAND157,b263ba41-adab-4a83-a3e0-2766522f5aec,65df2ac6-a441-4cec-9dd0-b4f69c0eed65_9A8176,,touchable,two,without_closing,warm_season,,,checked,boho,,,,,freetime,cotton,thread,,,,,,,,,,,,,,,,,,,,,,foulard,big,,,,,,,,
192507cc-db8b-4155-8e3d-325a691e768b,65df2ac6-a441-4cec-9dd0-b4f69c0eed65,Berloir Scarf cahier ,9,00008b,BRAND157,b263ba41-adab-4a83-a3e0-2766522f5aec,65df2ac6-a441-4cec-9dd0-b4f69c0eed65_00008b,,touchable,two,without_closing,warm_season,,,checked,boho,,,,,freetime,cotton,thread,,,,,,,,,,,,,,,,,,,,,,foulard,big,,,,,,,,
a4c1a69c-52cc-4cc7-a006-aa285a67c58c,9aaf7734-83f6-41fd-b290-2e345b213d0c,Buller Sweater cns,8,0000FF,BRAND150,1b93b30c-833f-45a8-ba69-c21d2e7f4824,9aaf7734-83f6-41fd-b290-2e345b213d0c_0000FF,sweaters,ribbed,three,without_closing,cold,turtleneck,,horizontal_stripes,street,tight,slim_sleeve,long_sleeve,normal,freetime,nylon,jersey,42,39,47,62,65,false,false,,,,,high_neck,,,,,,,,,,,,,,,,,,,
18a416e6-2890-4516-8be9-862224f92679,14cc5a1e-8433-4e28-b17c-86a614a7d350,Tabarak Jacket desires,8,666633,BRAND150,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,14cc5a1e-8433-4e28-b17c-86a614a7d350_666633,,,two,zip,cold_season,,zippered_pocket,smooth,boho,straight,basic_sleeve,long_sleeve,normal,freetime,elastane,suede_leather,44,45,49,61,53,false,false,,,,,,biker,medium,,,,contour_darts,,true,,,,,,,,,,,
6bfee159-22c4-4ab8-bae3-09cbc8a7cde9,14cc5a1e-8433-4e28-b17c-86a614a7d350,Tabarak Jacket desires,8,B11730,BRAND150,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,14cc5a1e-8433-4e28-b17c-86a614a7d350_B11730,,,two,zip,cold_season,,zippered_pocket,smooth,boho,straight,basic_sleeve,long_sleeve,normal,freetime,elastane,suede_leather,44,45,49,61,53,false,false,,,,,,biker,medium,,,,contour_darts,,true,,,,,,,,,,,
4a3e662a-2019-48b2-860f-6dfec5af9271,0330df6b-538c-4bf8-a6c1-037816b66725,Vironjo Sweater knit,8,DEB24C,BRAND55,1b93b30c-833f-45a8-ba69-c21d2e7f4824,0330df6b-538c-4bf8-a6c1-037816b66725_DEB24C,sweaters,,three,without_closing,cold,,,smooth,boho,straight,basic_sleeve,long_sleeve,big,freetime,acrylic,jersey,48,55,56,65,62,false,false,,,,,closed_round_neckline,,,,,,,,,,,,,,,,,,,
561915fd-6ba3-47da-aac3-d83af63b467b,0330df6b-538c-4bf8-a6c1-037816b66725,Vironjo Sweater knit,8,800000,BRAND55,1b93b30c-833f-45a8-ba69-c21d2e7f4824,0330df6b-538c-4bf8-a6c1-037816b66725_800000,sweaters,,three,without_closing,cold,,,smooth,boho,straight,basic_sleeve,long_sleeve,big,freetime,acrylic,jersey,48,55,56,65,62,false,false,,,,,closed_round_neckline,,,,,,,,,,,,,,,,,,,
f3093d31-58d8-4d2a-a30e-04a80cc131cb,0330df6b-538c-4bf8-a6c1-037816b66725,Vironjo Sweater knit,8,FFFFFF,BRAND55,1b93b30c-833f-45a8-ba69-c21d2e7f4824,0330df6b-538c-4bf8-a6c1-037816b66725_FFFFFF,sweaters,,three,without_closing,cold,,,smooth,boho,straight,basic_sleeve,long_sleeve,big,freetime,acrylic,jersey,48,55,56,65,62,false,false,,,,,closed_round_neckline,,,,,,,,,,,,,,,,,,,
bb9c6854-d6ce-40a6-ba62-f90b58d2d0f8,0330df6b-538c-4bf8-a6c1-037816b66725,Vironjo Sweater knit,8,B94600,BRAND55,1b93b30c-833f-45a8-ba69-c21d2e7f4824,0330df6b-538c-4bf8-a6c1-037816b66725_B94600,sweaters,,three,without_closing,cold,,,smooth,boho,straight,basic_sleeve,long_sleeve,big,freetime,acrylic,jersey,48,55,56,65,62,false,false,,,,,closed_round_neckline,,,,,,,,,,,,,,,,,,,
e407b0e3-c858-4291-a5fb-d712da53be69,bce47d5a-3c14-4700-9f2d-b459d182fa82,Espskinny Jeans denim ,8,000081,BRAND132,6598b655-3e19-448c-8b4f-ff6a29447b34,bce47d5a-3c14-4700-9f2d-b459d182fa82_000081,,,two,fly,cold_season,,belt_loop,smooth,casual,tight,,,normal,freetime,elastane,denim,48,40,,,98,false,false,skinny,straight_pants,long,medium,,,,,,,,,,,,,,,,,,,,
dc11305a-5d8e-4a33-9423-42b734e84066,eb2afe5a-3645-4899-b5ea-144ac2a1904c,Derbey Foulard closet,9,D3D3D3,BRAND167,b263ba41-adab-4a83-a3e0-2766522f5aec,eb2afe5a-3645-4899-b5ea-144ac2a1904c_D3D3D3,,,three,without_closing,cold_season,,,geometric,boho,,,,,freetime,cotton,thread,,,,,,,,,,,,,,,,,,,,,,foulard,big,,,,,,,,
d1077e48-0450-44d4-9fec-9ab6f8a20b0a,a0a848ec-8aa5-452f-a620-da75a45ba66a,Celina Tshirt joules,9,FFC0CB,BRAND166,95f835a3-03fe-40f1-a813-4fbfd2842845,a0a848ec-8aa5-452f-a620-da75a45ba66a_FFC0CB,t-shirts,marbled,two,without_closing,warm,,,smooth,casual,straight,basic_sleeve,short_sleeve,normal,freetime,cotton,cotton_tshirt,51,49,50,21,72,false,false,,,,,v_neckline,,,,,,,,,,,,,,,,,,,
5ade1a17-71d9-4d85-ac35-eaf8415185aa,a0a848ec-8aa5-452f-a620-da75a45ba66a,Celina Tshirt joules,9,FFFFFF,BRAND166,95f835a3-03fe-40f1-a813-4fbfd2842845,a0a848ec-8aa5-452f-a620-da75a45ba66a_FFFFFF,t-shirts,marbled,two,without_closing,warm,,,smooth,casual,straight,basic_sleeve,short_sleeve,normal,freetime,cotton,cotton_tshirt,51,49,50,21,72,false,false,,,,,v_neckline,,,,,,,,,,,,,,,,,,,
